SetPoint: 2  Speed: 0  Error: 0  Integral Component: 0  Control Voltage: 0
SetPoint: 2  Speed: 0  Error: 2  Integral Component: 0.137573  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: 0.267292  Control Voltage: 4
SetPoint: 2  Speed: 97  Error: -95  Integral Component: -5.85463  Control Voltage: -5
SetPoint: 2  Speed: 254  Error: -252  Integral Component: -22.0335  Control Voltage: -5
SetPoint: 2  Speed: 136  Error: -134  Integral Component: -30.6212  Control Voltage: -5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -29.2305  Control Voltage: 5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -27.891  Control Voltage: 5
SetPoint: 2  Speed: 19  Error: -17  Integral Component: -28.9658  Control Voltage: -5
SetPoint: 2  Speed: 19  Error: -17  Integral Component: -30.0384  Control Voltage: -5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -29.9097  Control Voltage: 4
SetPoint: 2  Speed: -39  Error: 41  Integral Component: -27.3193  Control Voltage: 5
SetPoint: 2  Speed: 19  Error: -17  Integral Component: -28.4002  Control Voltage: -5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -28.2722  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -28.1444  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -28.0133  Control Voltage: 4
SetPoint: 2  Speed: 428  Error: -426  Integral Component: -55.6347  Control Voltage: -5
SetPoint: 2  Speed: 669  Error: -667  Integral Component: -98.4207  Control Voltage: -5
SetPoint: 2  Speed: 483  Error: -481  Integral Component: -128.769  Control Voltage: -5
SetPoint: 2  Speed: 230  Error: -228  Integral Component: -143.565  Control Voltage: -5
SetPoint: 2  Speed: -38  Error: 40  Integral Component: -140.954  Control Voltage: 5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -140.824  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -140.698  Control Voltage: 4
SetPoint: 2  Speed: 78  Error: -76  Integral Component: -145.585  Control Voltage: -5
SetPoint: 2  Speed: 135  Error: -133  Integral Component: -154.09  Control Voltage: -5
SetPoint: 2  Speed: 136  Error: -134  Integral Component: -162.795  Control Voltage: -5
SetPoint: 2  Speed: -39  Error: 41  Integral Component: -160.123  Control Voltage: 5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -158.775  Control Voltage: 5
SetPoint: 2  Speed: 19  Error: -17  Integral Component: -159.869  Control Voltage: -5
SetPoint: 2  Speed: 38  Error: -36  Integral Component: -162.242  Control Voltage: -5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -160.876  Control Voltage: 5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -159.519  Control Voltage: 5
SetPoint: 2  Speed: 57  Error: -55  Integral Component: -163.18  Control Voltage: -5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -163.049  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -162.92  Control Voltage: 4
SetPoint: 2  Speed: 19  Error: -17  Integral Component: -164.009  Control Voltage: -5
SetPoint: 2  Speed: 216  Error: -214  Integral Component: -177.607  Control Voltage: -5
SetPoint: 2  Speed: 115  Error: -113  Integral Component: -184.829  Control Voltage: -5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -183.468  Control Voltage: 5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -182.102  Control Voltage: 5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -181.972  Control Voltage: 4
SetPoint: 2  Speed: 90  Error: -88  Integral Component: -187.642  Control Voltage: -5
SetPoint: 2  Speed: 331  Error: -329  Integral Component: -210.892  Control Voltage: -5
SetPoint: 2  Speed: 137  Error: -135  Integral Component: -219.473  Control Voltage: -5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -219.346  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -219.217  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -219.089  Control Voltage: 4
SetPoint: 2  Speed: 58  Error: -56  Integral Component: -222.706  Control Voltage: -5
SetPoint: 2  Speed: 273  Error: -271  Integral Component: -240.106  Control Voltage: -5
SetPoint: 2  Speed: 214  Error: -212  Integral Component: -253.653  Control Voltage: -5
SetPoint: 2  Speed: -19  Error: 21  Integral Component: -252.302  Control Voltage: 5
SetPoint: 2  Speed: -54  Error: 56  Integral Component: -248.714  Control Voltage: 5
SetPoint: 2  Speed: 38  Error: -36  Integral Component: -251.175  Control Voltage: -5
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -251.044  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -250.916  Control Voltage: 4
SetPoint: 2  Speed: 0  Error: 2  Integral Component: -250.789  Control Voltage: 4
SetPoint: 2  Speed: 371  Error: -369  Integral Component: -275.646  Control Voltage: -5
SetPoint: 2  Speed: 706  Error: -704  Integral Component: -320.56  Control Voltage: -5
SetPoint: 2  Speed: 562  Error: -560  Integral Component: -356.513  Control Voltage: -5
SetPoint: 2  Speed: 213  Error: -211  Integral Component: -370.122  Control Voltage: -5
SetPoint: 2  Speed: 39  Error: -37  Integral Component: -372.507  Control Voltage: -5
SetPoint: 2  Speed: -97  Error: 99  Integral Component: -366.101  Control Voltage: 5
SetPoint: 2  Speed: -295  Error: 297  Integral Component: -347.192  Control Voltage: 5
SetPoint: 2  Speed: -135  Error: 137  Integral Component: -338.404  Control Voltage: 5
